Brand,Title,Description,Posted_date,End_date,Comments_count,Bookmarks_count,Shares_count
UnderArmour,Expired Up to 50% Off + Extra 20% Off Kids Outlet @ Under Armour,"Under Armour offers up to 50% off  Kids Outlet. Take extra 20% off via coupon code ""GEARUP20"".
Free shipping on orders over $60.
$4.79 $8.99
Under Armour UA Sideline 32 oz. Squeeze Bottle | Under Armour US
$4.80 $11.99
Under Armour Girls' UA Braided Headband | Under Armour US
$13.59 $28.00
Under Armour Boys' Newborn UA Hustle Sold Separately Set | Under Armour US",09/25/2018,,,9,4
UnderArmour,Expired Up to 40% Off + FreeShipping Men's Hoodies and Sweaters On Sale @ Under Armour,"Under Armour offers up to 40% off on men's Hoodies and Sweaters. via coupon code ""GEARUP20"".
Free shipping on orders over $60.
$23.99 $49.99
Under Armour Men's UA Waffle Hoodie | Under Armour US
$26.39 $54.99
Under Armour Men's UA Storm Armour Fleece® Stacked Hoodie | Under Armour US
$26.39 $54.99
Under Armour Men's UA Tech Terry Hoodie | Under Armour US",09/25/2018,,6,74,29
UnderArmour,Expired 40% Off + Extra 20% off + FS New Items On Sale @ Under Armour,"Under Armour offers 40% Off + Extra 20% off + FS New Items On Sale via coupon code ""GEARUP20"".
Free shipping on order over $60.
$28.79 $59.99
Under Armour UA Compel Sling 2.0 | Under Armour US
$27.99 $49.99
Under Armour Women's UA Printed Favorite Pullover | Under Armour US
$11.99 $24.99
Women's UA Play Up 2.0 Shorts | Under Armour US",09/24/2018,,,42,17
UnderArmour,Expired Up to 40% Off + Free Shipping New Items On Sale @ Under Armour,"Under Armour offers up to 40% off  New Items On Sale. 
Free shipping, via coupon code ""DEALMOON318"".
Deal ends 9/21.
$35.99 $59.99
Under Armour UA Compel Sling 2.0 | Under Armour US
$34.99 $49.99
Under Armour Women's UA Printed Favorite Pullover | Under Armour US
$14.99 $24.99
Women's UA Play Up 2.0 Shorts | Under Armour US",09/23/2018,09/21/2018,6,87,22
UnderArmour,Expired From $20 + Free Shipping Project Rock Collection @ Under Armour,"Under Armour offers Project Rock Collection from $20.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
$35.00
Under Armour Men's UA x Project Rock Squared Circle Champ Tank | Under Armour US
$35.00
Under Armour Men's UA x Project Rock Mana Strong Tank | Under Armour US
$35.00
Under Armour Men's UA x Project Rock Iron Paradise Short Sleeve T-Shirt | Under Armour US",09/22/2018,,1,10,3
UnderArmour,Expired Up to 50% Off + Free Shipping Kids Outlet @ Under Armour,"Under Armour offers up to 50% off  Kids Outlet.
Dealmoon Exclusive! Free shipping via coupon code ""DEALMOON318"".
$5.99 $8.99
Under Armour UA Sideline 32 oz. Squeeze Bottle | Under Armour US
$6.00 $11.99
Under Armour Girls' UA Braided Headband | Under Armour US
$16.99 $28.00
Under Armour Boys' Newborn UA Hustle Sold Separately Set | Under Armour US",09/19/2018,,1,4,2
UnderArmour,Expired Exclusive 20% Off + Free Shipping College Students Entire Store Sale @ Under Armour,"Under Armour offers exclusive 20% off for College Students. 
Free shipping, via coupon code ""DEALMOON318"".
Deal ends 9/21.
$56.00 $70.00
Under Armour Women's UA Unstoppable Double Knit Oversize Hoodie | Under Armour US
$112.00 $140.00
Under Armour Men's UA HOVR Phantom Connected | Under Armour US
$80.00 $100.00
Under Armour Men's UA SC 3ZER0 II Basketball Shoes | Under Armour US",09/12/2018,09/21/2018,,19,6
UnderArmour,Expired Last Day: Up to 40% Off Extra 20% Off $50 Outlet Purchase @ Under Armour,"Under Armour offers Up to 40% off + Extra 20% Off $50+ Outlet Purchase via coupon code ""HUSTLE20"".
Deal ends 9/7 11:59pm EST.
Women's
Men's
Women's
$24.00 $50.00
Under Armour Women's UA Unstoppable Open Back Long Sleeve | Under Armour US
Women's
$29.99 $49.99
Under Armour Women's UA Terry Full Zip Hoodie | Under Armour US
Women's
$11.99 $24.99
Under Armour Women's UA Big Logo Short Sleeve | Under Armour US",09/08/2018,09/07/2018,8,303,111
UnderArmour,"Expired Up to 40% Off+Extra 20% Off $50 Women's Apparels, Shoes On Sale @ Under Armour","Under Armour offers up to 40% off Women's Apparels, Shoes On Sale.
Extra 20% off $50 via coupon code ""HUSTLE20"".
Free shipping on orders over $60.
Deal ends 9/7.
$48.00 $80.00
Under Armour Women's UA Precision X Training Shoes | Under Armour US
$21.00 $35.00
Under Armour Women's UA 24/7 Microthread Terry Shorts | Under Armour US
$24.00 $50.00
Under Armour Women's UA Modal Terry Tapered Slouch Pants | Under Armour US",09/06/2018,09/07/2018,9,120,32
UnderArmour,"Expired Up to 40% Off Accessories, Backpacks On Sale @ Under Armour","Under Armour offers Up to 40% off + Extra 20% Off $50 on Outlet Purchase via coupon code ""HUSTLE20"".
Free shipping on orders over $60.
Deal ends 9/7.
$11.00 $21.99
Under Armour Men's UA Truck Stop Beanie | Under Armour US
$14.99 $24.99
Under Armour SC30 Sackpack | Under Armour US
$15.00 $20.00
Under Armour Women‘s UA Big Logo No-Show Socks – 6-Pack | Under Armour US",08/31/2018,09/07/2018,,23,4
UnderArmour,"Expired Up to 40% Off+Extra 20% Off $50 Apparels, Shoes On Sale @ Under Armour","Under Armour offers an up to 40% off Apparels, Shoes On Sale.
Extra 20% off $50 via coupon code ""HUSTLE20"".
Free shipping on orders over $60.
Deal ends 9/7.
$10.99 $30.00
Under Armour Women's UA Longline Sportlette Bra | Under Armour US
$10.99 $30.00
Under Armour Women's UA Asymmetrical Sportlette Bra | Under Armour US
$11.99 $24.99
Women's UA Play Up 2.0 Shorts | Under Armour US",08/31/2018,09/07/2018,5,15,6
UnderArmour,Expired 25% Off Men's Products On Sale @ Under Armour,"Under Armour offers 25% Off on Men's Products.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
$17.99 $29.99
Under Armour Men's UA Streaker Short Sleeve | Under Armour US
$52.50 $70.00
Under Armour Men's UA Micro G® Pursuit Running Shoes | Under Armour US
$15.00 $25.00
Under Armour Men's UA Left Chest T-Shirt | Under Armour US",08/28/2018,,21,262,119
UnderArmour,Expired Up to 40% Off + FreeShipping Women's Hoodies and Sweaters On Sale @ Under Armour,"Under Armour offers up to 40% Off on Women's Hoodies and Sweaters.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
$29.99 $49.99
Under Armour Women's UA Fashion Favorite Exploded Logo Pullover | Under Armour US
$44.99 $59.99
Under Armour Women's UA French Terry Warm-Up Jacket | Under Armour US
$41.99 $59.99
Under Armour Women's UA Favorite Fleece Full Zip Hoodie",08/24/2018,,5,60,43
UnderArmour,Expired Up to 40% Off+FreeShipping Men's Sports Tee On Sale @ Under Armour,"Under Armour offers the up to 40% off on Men's Sports Tee from $17.99.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".",08/24/2018,,,19,3
UnderArmour,Expired Up to 40% Off + FreeShipping Women's Hoodies and Sweaters On Sale @ Under Armour,"Under Armour offers up to 40% off on Women's Hoodies and Sweaters.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
$29.99 $49.99
Under Armour Men's UA Waffle Hoodie | Under Armour US
$32.99 $54.99
Under Armour Men's UA Storm Armour Fleece® Stacked Hoodie | Under Armour US
$32.99 $54.99
Under Armour Men's UA Tech Terry Hoodie | Under Armour US",08/18/2018,,,48,17
UnderArmour,Expired Up to 40% Off + Free Shipping Backpacks Duffles On Sale @ Under Armour,"Under Armour offers up to 40% off on Backpacks, Duffles.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
$23.99 $39.99
Under Armour SC30 Expandable Sackpack | Under Armour US
$56.24 $74.99
Under Armour Women's UA Downtown Pack | Under Armour US
$41.24 $54.99
Under Armour UA Hustle 3.0 Backpack | Under Armour US",08/16/2018,,,15,12
UnderArmour,Expired Up to 40% Off Women's Sports Bras @ Under Armour,"Under Armour offers up to 40% off Women's Sports Bras.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
$30.00 $40.00
Women's UA Vanish Mid Sports Bra | Under Armour US
$29.99 $40.00
Women's Armour® Mid Crossback Metallic Print Sports Bra | Under Armour US
$24.00 $40.00
Women's Armour® Mid Crossback Metallic Sports Bra | Under Armour US",08/15/2018,,2,81,22
UnderArmour,Expired Up to 40% Off Project Rock Collection @ Under Armour,"Under Armour offers Project Rock Collection.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
$65.00
Under Armour Men's UA x Project Rock 96 World Champion Joggers | Under Armour US
$35.00
Under Armour Men's UA x Project Rock Blood Sweat Respect Short Sleeve T-Shirt | Under Armour US
$35.00
Under Armour Men's UA x Project Rock 96 World Champion Tank | Under Armour US",08/13/2018,,1,25,11
UnderArmour,Expired 25% Off + Free Shipping All Kids Backpacks @ Under Armour,"Dealmoon Exclusive!
Under Armour offers 25% off + free shipping All Kids Backpacks via coupon code ""DEALMOON318"".
Kids Backpacks
Girl's Boy's
$18.75 $25.00
Under Armour UA Shoe Bag | Under Armour US
$33.74 $44.99
Under Armour UA Storm Scrimmage Backpack | Under Armour US
$33.75 $45.00
Under Armour Girls' UA Downtown Sling | Under Armour US",08/12/2018,,,23,13
UnderArmour,Expired 25% OFF Backpacks & Training Gear On Sale @ Under Armour,"Under Armour offers Backpacks & Training Gear On Sale.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
$18.74 $24.99
Women's UA Play Up 2.0 Shorts | Under Armour US
$18.75 $25.00
Under Armour Women's UA Locker T-Shirt | Under Armour US
$20.99 $27.99
Under Armour Men's UA HeatGear® Armour Short Sleeve Compression Shirt | Under Armour US",08/11/2018,,,28,14
UnderArmour,Expired 25% Off Select Kids Training Gear Sale @ Under Armour,"Under Armour offers 25% off Select Kids Training Gear Sale .
Free shipping via coupon code ""DEALMOON318"".",08/11/2018,,1,2,1
UnderArmour,Expired 25% Off + Free Shipping UA Storm On Sale @ Under Armour,"Under Armour offers 25% off on UA Storm.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
Exclusions apply.
$32.99 $54.99
Under Armour Men's UA Storm Armour Fleece® Tonal Twist Hoodie | Under Armour US
$32.99 $54.99
Under Armour Men's UA Storm Armour Fleece® Colorblock Hoodie | Under Armour US
$32.99 $54.99
Under Armour Men's UA Storm Armour Fleece® Graphic Hoodie | Under Armour US",08/09/2018,,,1,4
UnderArmour,Expired Up to 40% Off Outlet @ Under Armour,"Under Armour offers up to 40% off outlet.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
Deal ends 7/31.
Women
Men
Women
$41.99 $59.99
Under Armour Women's UA Favorite Fleece Full Zip Hoodie
Women
$52.49 $70.00
Under Armour Women's UA Micro G® Pursuit Running Shoes | Under Armour US
Women
$29.99 $49.99
Women's UA Threadborne ¾ Utility | Under Armour US",07/31/2018,07/31/2018,3,146,65
UnderArmour,Expired Up to 40% Off Women's Bottoms @ Under Armour,"Under Armour offers up to 40% off Women's Bottoms.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
$18.99 $24.99
Women's UA Play Up Shorts | Under Armour US
$18.74 $24.99
Women's UA Play Up 2.0 Shorts | Under Armour US
$18.99 $29.99
Under Armour Women's UA Fly-By Perforated Run Shorts | Under Armour US",07/30/2018,,5,58,8
UnderArmour,Expired Up to 40% Off + Free Shipping Kids OUTLET Items @ Under Armour,"Under Armour offers up to 40% off Kids OUTLET Items .
Free shipping on orders over $60  via coupon code ""DEALMOON318"".
Deal ends 7/31.
Category
Boys Outlet Girls Outlet
$16.99 $26.00
Under Armour Boys' Pre-School UA Rashguard Short Sleeve Shirt | Under Armour US
$45.00 $60.00
Under Armour Kids' UA Change-Up Backpack | Under Armour US
$11.25 $15.00
Under Armour UA Change-Up Straps | Under Armour US",07/20/2018,07/31/2018,,7,1
UnderArmour,Expired New Added Women & Men's HOVR @ Under Armour,"Under Armour offers HOVR.
Dealmoon Exclusive! Free shipping on all orders via coupon code ""DEALMOON318"".
$100.00
Under Armour Women's UA HOVR Sonic Running Shoes | Under Armour US
$140.00
Under Armour Men's UA HOVR Phantom Connected | Under Armour US
$140.00
Under Armour Women's UA HOVR Phantom Connected Running Shoes | Under Armour US",07/20/2018,,11,81,23
UnderArmour,Expired Last Day: Up to 40% Off Semi-Anuual Sale @ Under Armour,"Under Armour offers up to 40% off Semi-Anuual Sale.
Free shipping on orders over $60.
Deal ends 7/8.
Women
Men
Women
$41.99 $59.99
Under Armour Women's UA Favorite Fleece Full Zip Hoodie
Women
$41.99 $54.99
Women's UA Luminous Sports Bra | Under Armour US
Women
$52.49 $70.00
Under Armour Women's UA Micro G® Pursuit Running Shoes | Under Armour US",07/08/2018,07/08/2018,51,380,219
UnderArmour,Expired Up to 40% Off Women's Bottoms @ Under Armour,"Under Armour offers an up to 40% off.
Free shippig on orders over $60.
Deal ends 7/8.
$26.25 $40.00
Under Armour Women's UA Favorites Leggings | Under Armour US
$26.24 $34.99
Under Armour Women's UA Sportstyle Shorts | Under Armour US
$37.50 $50.00
Under Armour Women's HeatGear® Armour Ankle Crop | Under Armour US",07/07/2018,07/08/2018,3,19,5
UnderArmour,Expired 20% Off College Students Entire Order @ Under Armour,"Under Armour offers 20% off College Students Entire Order.
Free shipping on orders over $65.
Deal ends 6/25.
  Important: This is ONLY valid for College students. They must sign up and register here in order to receive discount:
$16.79 $27.99
Under Armour Women's UA Tech™ Graphic Tank | Under Armour US
$24.00 $30.00
Under Armour UA Pride Short Sleeve T-Shirt *Ships 6/25/2018* | Under Armour US
$28.00 $35.00
Under Armour Men's UA SC30 Photo Real Short Sleeve | Under Armour US",06/24/2018,06/25/2018,3,30,8
UnderArmour,Expired Up to 40% Off Kids Items Semi-Annual Event @ Under Armour,"Category
Boys Outlet Girls Outlet
Under Armour offers up to 40% off Kids Items Semi-Annual Event.
Free shipping on orders over $60.
Deal ends 7/4.
$7.49 $9.99
Under Armour Girls' UA Mini Headbands – 6-Pack | Under Armour US
$13.99 $24.99
Under Armour Boys' UA Storm Golf Cap | Under Armour US
$15.00 $20.00
Under Armour Boys' UA Crossfade T-Shirt | Under Armour US",06/22/2018,07/04/2018,,6,
UnderArmour,Expired 25% Off Select Gear @ Under Armour,"Under Armour offers 25% off Select Gear.
Free shipping on orders over $60.
Deal ends 6/17.
Men
Women
Men
$26.24 $34.99
Under Armour Men's UA Ignite V Slides | Under Armour US
Men
$18.74 $24.99
Men's UA Freedom Flag T-Shirt | Under Armour US
Men
$29.99 $39.99
Men's UA Tech Polo | Under Armour US",06/14/2018,06/17/2018,3,136,47
UnderArmour,Expired Up to 40% Off Outlet Sale @ Under Armour,"Under Armour offers up to 40% off Outlet Sale.
Free shipping on orders over $60.
Deal ends 5/29.
product group
Women's Bottoms
$17.99 $29.99
Under Armour Men's UA Threadborne Siro T-Shirt | Under Armour US
$16.79 $27.99
Men's UA HeatGear® Armour Short Sleeve Compression Shirt | Under Armour US
$17.99 $29.99
Under Armour Men's UA Threadborne Siro T-Shirt | Under Armour US",05/29/2018,05/29/2018,1,50,32
UnderArmour,Expired 2 for $30 +FS Select Men's Short Sleeves @ Under Armour,"Under Armour offers  select men's short sleeves.2 for $30
Free shipping.
Deal ends 5/30.
$16.79 $27.99
2 for $30
Men's UA HeatGear® Armour Short Sleeve Compression Shirt | Under Armour US
$17.99 $29.99
2 for $30
Men's UA Threadborne Siro Twist T-Shirt | Under Armour US
$17.99 $29.99
2 for $30
Under Armour Men's UA Threadborne Siro T-Shirt | Under Armour US",05/23/2018,05/30/2018,17,27,17
UnderArmour,Expired Up to 60% Off + Extra 20% Off Women's Bottoms @ Under Armour,"Under Armour offers an up to 60% off + extra 20% off Women's Bottoms via coupon code ""GETGEAR"".
Free shipping on orders over $60.
Deal ends 5/22.
$18.74 $24.99
Women's UA Play Up 2.0 Shorts | Under Armour US
$18.74 $24.99
Women's UA Challenger II Knit Shorts | Under Armour US
$14.99 $24.99
Women's UA Play Up 2.0 Shorts | Under Armour US",05/23/2018,05/22/2018,3,104,30
UnderArmour,Expired Up to 40% Off + Extra 20% Off Sports Bras Sale @ Under Armour Outlet,"Under Armour offers up to 40% off + Extra 20% off sports bras via coupon code ""GETGEAR"".
Free shipping on orders over $60.
Deal ends 5/22.
$17.50 $34.99
Women's Armour® Seamless Sports Bra | Under Armour US
$17.50 $34.99
Women's Armour® Seamless Sports Bra | Under Armour US
$17.50 $34.99
Women's Armour® Seamless Sports Bra | Under Armour US",05/23/2018,05/22/2018,15,182,53
UnderArmour,Expired 20% Off Outlet Orders $25+ @ Under Armour,"Under Armour offers 20% off when you spend $25 or more on Outlet styles via coupon code ""GETGEAR"".
Free shipping on orders over $60.
Deal ends 5/22.
product group
Women's Bottoms
$17.99 $29.99
Under Armour Men's UA Threadborne Siro T-Shirt | Under Armour US
$16.79 $27.99
Men's UA HeatGear® Armour Short Sleeve Compression Shirt | Under Armour US
$17.99 $29.99
Under Armour Men's UA Threadborne Siro T-Shirt | Under Armour US",05/23/2018,05/22/2018,69,466,303
UnderArmour,Expired Last Day: 20% Off Kids Outlet Orders $25+ @ Under Armour,"Under Armour offers 20% off Kids Outlet Orders $25+ via coupon code ""GETGEAR"".
Free shipping on orders over $60.
Deal ends 5/22.
Gender :
Boy's Outlet Girl's Outlet
$10.00 $24.99
Under Armour Boys' UA Big Logo Long Sleeve T-Shirt | Under Armour US
$10.00 $24.99
Free Shipping
Under Armour Boys' UA Hybrid Big Logo T-Shirt | Under Armour US
$13.59 $26.00
Free Shipping
Under Armour Boys' Pre-School UA Rashguard Short Sleeve Shirt | Under Armour US",05/22/2018,05/22/2018,1,12,14
UnderArmour,Expired 2 FOR $24 Under Armour Men's Short Sleeves,"Under Armour offers 2 for $24 Under Armour Men's Short Sleeves via coupon code ""GETGEAR"".
Free shipping.
Deal ends 5/22.",05/22/2018,05/22/2018,3,41,26
UnderArmour,Expired Up to 60% Off + Extra 20% Off Women's Bottoms @ Under Armour,"Under Armour offers an up to 60% off + extra 20% off Women's Bottoms via coupon code ""UASPRING20"".
Free shipping on orders over $60.
Deal ends 5/10.
$40.79 $84.99
Under Armour Women's UA Mirror Hi-Rise Printed Leg | Under Armour US
$35.99 $74.99
Under Armour Women's UA Mirror Color Block Print Legging | Under Armour US
$33.59 $54.99
Women's UA Fly-By Leggings | Under Armour US",05/11/2018,05/10/2018,16,272,69
UnderArmour,Expired From $16 Avengers Collection @ Under Armour,"Under Armour offers Avengers Collection from $16.79 via coupon code ""UASPRING20"".
Free shipping on orders over $60.
Deal ends 5/10.
$35.99 $59.99
Men's Under Armour® Alter Ego Hulk Compression Shirt | Under Armour US
$16.79 $34.99
Men's UA Hulk T-Shirt | Under Armour US
$16.79 $34.99
Men's UA Thor One Night Only T-Shirt | Under Armour US",05/11/2018,05/10/2018,14,26,30
UnderArmour,Expired Up to 40% Off + Extra 80% Off Sports Bras Sale @ Under Armour Outlet,"Under Armour offers up to 40% off + Extra 20% off sports bras via coupon code ""UASPRING20"".
Free shipping on orders over $60.
Deal ends 5/10.
$20.99 $34.99
Women's Armour® Seamless Sports Bra | Under Armour US
$21.59 $34.99
Women's Armour® Seamless Sports Bra | Under Armour US
$21.59 $34.99
Women's Armour® Seamless Sports Bra | Under Armour US",05/11/2018,05/10/2018,36,304,84
UnderArmour,Expired Up to 40% Off + Extra 20% Off UA x Project Rock Collection,"Under Armour offers an up to 40% off + extra 20% off UA x Project Rock Collection via coupon code ""UASPRING20"".
Free shipping on orders over $60.
Deal ends 5/10.
$20.99 $34.99
Men's UA x Project Rock Stealth Bull T-Shirt | Under Armour US
$20.99 $34.99
Under Armour Men's UA x Project Rock Bull Shield T-Shirt | Under Armour US
$35.99 $59.99
Men's UA x Project Rock SuperVent T-Shirt | Under Armour US",05/11/2018,05/10/2018,11,62,36
UnderArmour,Expired Up to 40% Off + Extra 20% Off Kids Outlet Styles Sale @ Under Armour,"Under Armour offers up to 40% off + extra 20% off Kids Outlet Styles Sale. via coupon code ""UASPRING20"".
Free shipping on orders over $60  via coupon code ""SPRINGFS"".
Deal ends 5/10.
$4.79 $9.99
Under Armour Girls' UA Mini Headbands – 6-Pack | Under Armour US
$10.00 $24.99
Under Armour Boys' UA Big Logo Hybrid Printed T-Shirt | Under Armour US
$28.00 $69.99
Under Armour UA Big Logo 5.0 Backpack | Under Armour US",05/11/2018,05/10/2018,3,49,34
UnderArmour,Expired Up to 40% Off + Extra 20% Off UA Outlet @ Under Armour,"Under Armour offers an up to 40% off + extra 20% off UA Outlet via coupon code ""UASPRING20"".
Free shipping with orders over $60.
Terms & Conditions: Offer valid on orders up to $250 (Outlet styles only) Non-stackable offer.
Deal ends 5/10.
product group
Avengers
2 For $24
Women's Bottoms
UA x Project Rock
product group
product group
$16.79 $27.99
Men's UA HeatGear® Armour Short Sleeve Compression Shirt
product group
$11.99 $24.99
Under Armour Boys' UA Big Logo Hybrid Printed T-Shirt
product group
$13.99 $24.99
Men's UA Wordmark T-Shirt",05/11/2018,05/10/2018,52,678,467
UnderArmour,Expired 2 FOR $24 Under Armour Men's Short Sleeves,"Under Armour offers 2 for $24 Under Armour Men's Short Sleeves  via coupon code ""UASPRING20"".
Free shipping on orders over $60.
Deal ends 5/10.
$17.99 $29.99
2 For $30
Under Armour Men's UA Threadborne Siro T-Shirt | Under Armour US
$20.99 $27.99
2 For $30
Men's UA HeatGear® Armour Short Sleeve Compression Shirt | Under Armour US
$17.99 $29.99
2 For $30
Under Armour Men's UA Threadborne Siro T-Shirt | Under Armour US",05/10/2018,05/10/2018,34,546,405
UnderArmour,Expired From $20.99 Avengers Collection @ Under Armour,"Under Armour offers from $20.99 Avengers Collection.
Free shipping via coupon code ""UAPRFS"".
$59.99
Men's Under Armour® Alter Ego Iron Man Compression Shirt | Under Armour US
$59.99
Men's Under Armour® Alter Ego Captain America Compression Shirt | Under Armour US
$35.00
IRON MAN OVERLAY TEE | Under Armour US",05/03/2018,,7,38,37
UnderArmour,Expired Free Shipping UA Project Rock @ Under Armour,"Under Armour offers UA Project Rock 
Free shipping via coupon code ""UAPRFS"".
Free shipping ends 4/30.
$140.00
Men's UA x Project Rock Delta Training Shoes | Under Armour US
$50.00
Men's UA x Project Rock Vanish Sleeveless | Under Armour US
$55.00
Women's UA x Project Rock Tonal Shine Print HeatGear® Ankle Crop | Under Armour US",04/27/2018,,15,156,47
UnderArmour,Expired 3 For $40 Dealmoon Top Selling Play Up & Fly By Shorts @ Under Armour,"Under Armour offers 3 for $40 Dealmoon Top Selling Play Up & Fly By Shorts.
Free shipping via coupon code ""UAPRFS"".",04/27/2018,,10,67,21
UnderArmour,Expired Last Day: Up to 40% off Outlet Sale @ Under Armour,"Under Armour offers up to 40% off Outlet Sale.
Free shipping via coupon code ""SPRINGFS"".
Deal ends 4/16.
$20.99 $34.99
Women's Armour® Breathe | Under Armour US
$33.99 $44.99
Women's UA HeatGear® Armour Ankle Crop | Under Armour US
$32.99 $54.99
Under Armour Men's UA Storm Armour Fleece® Graphic Hoodie | Under Armour US",04/17/2018,04/16/2018,3,145,44
UnderArmour,Expired $140 UA HOVR Phantom Connected @ Under Armour,"Under Armour offers the UA HOVR Phantom Connected for $140.
Free shipping.",04/16/2018,,9,13,12
UnderArmour,Expired $11.99 UA Tech Big Logo Boys’ Short Sleeve Shirt @ Under Armour,"Under Armour offers the UA Tech Big Logo Boys’ Short Sleeve T-shirt for $11.99.
Free shipping on orders over $60.  via coupon code ""SPRINGFS"".
Deal ends 4/30.
  Features: Loose: Fuller cut for complete comfort; UA Tech™ fabric is quick-drying, ultra-soft & has a more natural feel; Material wicks sweat & dries really fast; Anti-odor technology prevents the growth of odor-causing microbes
100% Polyester; Imported",04/14/2018,04/30/2018,1,17,10
UnderArmour,Expired Up to 40% Off + FS Kids Apparel Sale @ Under Armour,"Under Armour offers up to 40% off Kids Apparel Sale.
Free shipping on orders over $60  via coupon code ""SPRINGFS"".
Deal ends 4/30.
$7.49 $9.99
Under Armour Girls' UA Mini Headbands – 6-Pack | Under Armour US
$11.99 $19.99
Under Armour Boys' UA Tech Big Logo T-Shirt | Under Armour US
$11.99 $19.99
Under Armour Girls' UA Big Logo T-Shirt | Under Armour US",04/13/2018,04/30/2018,1,34,11
UnderArmour,Expired 25% Off + Free Shipping Spring Workout Gear @ Under Armour,"Under Armour offers 25% off College Students Entire Order.
Free shipping via coupon code ""UAPRFS"".
Deal ends 4/1.
$33.74 $44.99
Women's UA Favorite Mesh Graphic Long Sleeve | Under Armour US
$37.49 $49.99
Women's UA Fashion Favorite Exploded Logo Pullover | Under Armour US
$20.99 $24.99
Under Armour Women's Armour® Mid Sports Bra | Under Armour US",03/31/2018,04/01/2018,9,178,64
UnderArmour,Expired Extra 20% Off UA Poject Rock @ Under Armour,"  Under Armour offers an extra 20% off UA Poject Rock via coupon code ""MARCH20"".
Free shipping on orders over $25 with ShopRunner.
Deal ends 3/21.
  Terms & Conditions: Valid on orders up to $250. Outlet styles only on UA.com and UA.ca. Non-stackable offer. Offer valid until 3/21 or while supplies last.
Men's
Women's
Men's
$20.99 $34.99
Men's UA x Project Rock Stealth Bull T-Shirt | Under Armour US
Men's
$20.99 $34.99
Men's UA x Project Rock Bull Shield T-Shirt | Under Armour US
Men's
$20.99 $34.99
Men's UA x Project Rock BSR Update T-Shirt | Under Armour US",03/15/2018,03/21/2018,22,161,87
UnderArmour,Expired Up to 40% Off + Extra 20% off @ Under Armour Outlet,"Under Armour offers up to 40% off + Extra 20% off women's leggings via coupon code ""MARCH20"".
Free shipping on orders over $25 with ShopRunner.
Deal ends 3/21.
  Terms & Conditions: Valid on orders up to $250. Outlet styles only on UA.com and UA.ca. Non-stackable offer. Offer valid until 3/21 or while supplies last.
$35.99 $74.99
Women's UA Mirror Color Block Print Legging | Under Armour US
$43.19 $89.99
Women's UA Luminous Leggings | Under Armour US
$26.39 $54.99
Women's UA Fly-By Leggings | Under Armour US",03/15/2018,03/21/2018,6,154,35
UnderArmour,Expired Up to 40% Off + Extra 20% off @ Under Armour Outlet,"Under Armour offers up to 40% off + Extra 20% off via coupon code ""MARCH20"".
Free shipping on orders over $25 with ShopRunner.
Deal ends 3/21.
  Terms & Conditions: Valid on orders up to $250. Outlet styles only on UA.com and UA.ca. Non-stackable offer. Offer valid until 3/21 or while supplies last.
Women's
Men's
Sports Bras
Women's Leggins
Women's
$13.59 $29.99
Under Armour Women's UA Strike Zone Pants
Women's
$14.39 $29.99
Women's Armour® Strappy | Under Armour US
Women's
$16.79 $34.99
Women's Armour® Crossback | Under Armour US",03/15/2018,03/21/2018,161,1521,949
UnderArmour,Expired Up to 40% Off + Extra 20% off @ Under Armour Outlet,"Under Armour offers up to 40% off + Extra 20% off sports bras via coupon code ""MARCH20"".
Free shipping on orders over $25 with ShopRunner.
Deal ends 3/21.
  Terms & Conditions: Valid on orders up to $250. Outlet styles only on UA.com and UA.ca. Non-stackable offer. Offer valid until 3/21 or while supplies last.
$26.39 $54.99
Women's UA Luminous Sports Bra | Under Armour US
$14.39 $29.99
Women's UA Armour® Threadborne™ Low Sports Bra | Under Armour US
$14.39 $29.99
Women's Armour® Strappy | Under Armour US",03/15/2018,03/21/2018,68,728,146
UnderArmour,Expired Up to 40% Off + Extra 20% Off Kids Apparel Sale @ Under Armour,"Under Armour offers up to 40% off + extra 20% off Kids Apparel Sale via coupon code ""MARCH20"".
Free shipping on orders over $60.
Deal ends 3/21.
$5.99 $9.99
Under Armour Girls' UA Mini Headbands – 6-Pack | Under Armour US
$9.59 $19.99
Under Armour Boys' UA Tech Big Logo T-Shirt | Under Armour US
$9.59 $19.99
Under Armour Girls' UA Big Logo T-Shirt | Under Armour US",03/15/2018,03/21/2018,3,99,61
