End_date,Title,Description,Posted_date,Comments_count,Bookmarks_count,Shares_count,Posted_year,Posted_month,Posted_month_year,End_year,End_month,End_month_year
2017-06-19,Expired 30% Off Select Stan Smith Shoes @ adidas,"Adidas offers 30% off select Stan Smith shoes via coupon code ""FRIENDS30"".
OFFER VALID AT ADIDAS.COM IN THE UNITED STATES ONLY.
Free shipping.
Deal ends 6/19 at 03:00 am EST.",2017-06-15,105.0,231.0,122.0,2017,6,2017-06,2017,6,2017-06
2017-07-22,Expired Extra 30% Off On Sale Items @ adidas / Expired Extra 30% Off Lifestyle Items @ adidas / Expired Extra 30% Off Sale Items @ adidas / Expired Extra 30% Off Selected CLIMACOOL 1 Sneakers @ adidas / Expired $22.40 KIDS UNISEX ORIGINALS GAZELLE SHOES @ adidas / Expired 30% Off Selected Superstar Sneakers @ adidas / Expired Extra 30% Off Women's Apparel Sale @ adidas / Expired $58.80 WOMEN'S RUNNING PUREBOOST X SHOES @ adidas / Expired $35 PRIDE PACK SUPERSTAR SHOES @ adidas / Expired Extra 30% Off Selected CRAZYTRAIN Pro Shoes @ adidas / Expired MEN'S ATHLETICS ADIDAS Z.N.E. 90/10 JACKET @ adidas / Expired Extra 30% Off Selected ALPHABOUNCE Sneakers @ adidas,"Adidas offers an extra 30% off on sale items via coupon code ""BTS30EXTRA"".
OFFER VALID AT ADIDAS.COM IN THE UNITED STATES ONLY.
Free shipping.
Exclusions apply.
Deal ends 7/22.
  EXCLUSIONS:GIFT CARDS AND SELECT BOOST, SUPERSTAR, STAN SMITH, YEEZY AND NMD footwear. MAY NOT BE COMBINED WITH OTHER OFFERS. LIMIT ONE PER TRANSACTION PER CUSTOMER. / Adidas offers an extra 30% off lifestyle items via coupon code ""BTS30EXTRA"".
OFFER VALID AT ADIDAS.COM IN THE UNITED STATES ONLY.
Exclusions apply.
Free shipping.
Deal ends 7/22. / Adidas offers an extra 30% off Sale Items via coupon code ""BTS30EXTRA"".
Free shipping.
Deal ends 7/22. / Adidas offers 30% off on sale CLIMACOOL 1 Sneakers via coupon code ""BTS30EXTRA"".
Free shipping.
Exclusions apply.
Deal ends 7/22. / Adidas offers the KIDS UNISEX ORIGINALS GAZELLE SHOES for $22.40 via coupon code ""BTS30EXTRA"".
Free shipping.
Deal ends 7/22. / Adidas offers 30% off on sale Superstar sneakers via coupon code ""BTS30EXTRA"".
Free shipping.
Exclusions apply.
Deal ends 7/22. / Adidas offers an extra 30% off women's apparel sale on sale via coupon code ""BTS30EXTRA"".
Free shipping.
Deal ends 7/22. / Adidas offers the WOMEN'S RUNNING PUREBOOST X SHOES for $58.80 via coupon code ""BTS30EXTRA"".
Free shipping.
Deal ends 7/22. / Adidas offers the PRIDE PACK SUPERSTAR SHOES for $35 via coupon code ""BTS30EXTRA"".
Free shipping.
Deal ends 7/22. / Adidas offers 30% off on sale CRAZYTRAIN Pro Sneakers via coupon code ""BTS30EXTRA"".
Free shipping.
Deal ends 7/22. / Adidas offers the MEN'S ATHLETICS ADIDAS Z.N.E. 90/10 JACKET for $45.5 via coupon code ""BTS30EXTRA"".
Free shipping.
Deal ends 7/22. / Adidas offers 30% off on sale ALPHABOUNCE Sneakers via coupon code ""BTS30EXTRA"".
Free shipping.
Deal ends 7/22.",2017-07-12,827.0,1970.0,1476.0,2017,7,2017-07,2017,7,2017-07
2017-07-31,Expired Extra 20% Off Kids Superstar Shoes @ adidas / Expired 20% Off Adidas Kids Shoes & Apparel @ adidas / Expired 20% Off Ultraboost Shoes Sale @ adidas,"Dealmoon Exclusive!
adidas offers an extra 20% off Kids Superstar Shoes via coupon code ""ALLKIDS20"".
Free shipping.
Deal ends 7/31. / Dealmoon Exclusive!
Adidas offers 20% off Adidas Kids Shoes & Apparel via coupon code ""ALLKIDS20"".
Free shipping.
Valid for Kids Department only. Limited Edition styles are excluded.
Deal ends 7/31 at 11:59pm PST. / Dealmoon exclusive!
Today only(7/31), adidas offers 20% off Ultraboost Shoes Sale via coupon code ""ALLKIDS20"".
Free shipping.
Deal ends 7/31 23:59 EST.",2017-07-27,191.0,279.0,272.0,2017,7,2017-07,2017,7,2017-07
2017-08-05,Expired BOGO 50% Off Backpacks & Socks @ adidas,"Adidas offers bogo 50% off Backpacks & Socks via coupon code ""BOGO50"".
Free shipping.
Deal ends 8/5.",2017-08-01,0.0,7.0,13.0,2017,8,2017-08,2017,8,2017-08
2017-08-10,Expired 20% Off Selected Superstar Sneakers @ adidas / Expired $32 KIDS UNISEX ORIGINALS STAN SMITH SHOES / Expired Extra 20% Off Slides @ adidas / Expired 20% Off Entire Purchase @ adidas / Expired $80 WOMEN'S ORIGINALS CAMPUS SHOES @ adidas / Expired $80 WOMEN'S ORIGINALS SUPERSTAR 80S SHOES @ adidas / Expired 20% Off EQT Sneakers On Sale @ adidas,"adidas offers 20% off select Superstar sneakers via coupon code ""TWENTYOFF"".
Free shipping.
Exclusions apply.
Deal ends 8/10. / adidas offers kids unisex originals Stan Smith Shoes for $32 via coupon code ""TWENTYOFF"".
Free shipping.
Deal expires 8/10. / Adidas offers extra 20% off Slides on sale via coupon code ""TWENTYOFF"".
Free shipping.
Deal expires 8/10. / Adidas offers 20% off Entire Purchase via coupon code ""TWENTYOFF"".
Free shipping.
Code not valid on new styles and limited edition styles. Other exclusions may apply.
Deal ends 8/10 @ 11:59pm PST.
  Credit Card, US Billing & US Shipping address are required to place order. / Adidas offers the WOMEN'S ORIGINALS CAMPUS SHOES for $72 via coupon code ""TWENTYOFF"".
Free shipping.
Deal ends 8/10. / Adidas offers the $80 WOMEN'S ORIGINALS SUPERSTAR 80S SHOES for $80 via coupon code ""TWENTYOFF"".
Free shipping.
Deal ends 8/10. / Adidas offers 20% off  EQT sneakers on sale via coupon code ""TWENTYOFF"". 
Free shipping.
Code not valid on new styles and limited edition styles. Other exclusions may apply.
Deal ends 8/10 @ 11:59pm PST.
  Credit Card, US Billing & US Shipping address are required to place order.",2017-08-06,587.0,1418.0,979.0,2017,8,2017-08,2017,8,2017-08
2017-08-17,Expired Up to $100 Off Sitewide @ adidas,"Adidas offers up to $100 off sitewide via coupon code ""SAVEMORE"".
Get $20 off with $100 purchase; $50 off with $175 purchase ; $100 off with $300 purchase.
Free shipping.
New arrivals and limited edition styles are excluded.
Deal ends 8/17 at 02:59. AM. EST.
      $60.00
Adidas Stan Smith Shoes
$110.00 $130.00
Adidas NMD_R2 Shoes
$80.00
Adidas Superstar Shoes",2017-08-13,87.0,175.0,101.0,2017,8,2017-08,2017,8,2017-08
2017-08-26,Expired 20% Off Running、Soccer and Training Categories @ adidas / Expired Up to 50% Off + Extra 20% Off Selected CRAZYTRAIN Pro Shoes @ adidas / Expired 20% Off Adidas Woman Training Bras & Leggings Sale @ adidas,"Adidas offers 20% off Running, Soccer, and Training categories via coupon code ""SPORT20"".
Free shipping.
Exclusions: Yeezy, limited edition Originals.
Deal ends 8/26.
$176.00 $220.00
Adidas ULTRABOOST X Shoes
$72.00 $90.00
Adidas Edge Lux 2.0 Shoes
$36.00 $45.00
Adidas fusion PULLOVER / Adidas offers extra 20% off on sale CRAZYTRAIN Pro Sneakers via coupon code ""SPORT20""..
Free shipping.
Deal ends 8/26. / adidas offers 20% off Adidas woman training bras & leggings sale via coupon code ""SPORT20"".
Free shipping.
Deal ends 8/26.
$20.00 $25.00
Adidas Techfit Bra
$28.00 $35.00
Adidas Essentials Linear Tights
$28.00 $35.00
Adidas Wanderflow Seamless Bra",2017-08-17,23.0,146.0,48.0,2017,8,2017-08,2017,8,2017-08
2017-11-11,Expired 30% off adidas Men's Clothing Shoes Sale / Expired Extra 30% OFF adidas EQT 93/17 Men's Shoes Sale / Expired 30% off Select NMD Sneakers @ adidas / Expired 30% off SST Jacket @ adidas / Expired 30% OFF adidas NMD Men's Shoes Sale / Expired Extra 30% OFF adidas EQT Tubular Men's Shoes Sale / Expired Extra 30% Off Slides @ adidas / Expired 30% off Select NMD Sneakers @ adidas / Expired 30% off adidas Originals @ adidas / Expired 30% off Select Superstar Sneakers @ adidas / Expired 30% off INIKI Sneakers @ adidas / Expired $70 + Free Shipping MEN ORIGINALS GAZELLE DECON @ adidas / Expired 30% off TUBULAR SHADOW On Sale @ adidas / Expired 30% off Sitewide @ adidas / Expired $56 + Free Shipping CREWNECK SWEATSHIRT @ adidas / Expired Extra 30% OFF+FS adidas Original Men's Hoodie Sweatshirt Sale / Expired Extra 30% Off Track Suits On Sale @ adidas,"Dealmoon Single's Day Exclusive!
Adidas offers adidas Men's Clothing Shoes Sale, 30% off via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$63.00 $90.00
Adidas TNT Trefoil Windbreaker
$70.00 $100.00
Adidas Fashion Track Jacket
$140.00 $200.00
Adidas SST Heavy Down Jacket / Dealmoon Single's Day Exclusive!
ONLINE ONLY! Adidas offers an adidas EQT 93/17 Men's Shoes Sale, extra 30% off  via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$126.00 $180.00
Adidas EQT Support 93/17 Shoes
$126.00 $180.00
Adidas EQT Support 93/17 Shoes
$126.00 $180.00
Adidas EQT Support 93/17 Shoes / Dealmoon Single's Day Exclusive!
ONLINE ONLY! Adidas offers 30% off NMD sneakers via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$91.00 $130.00
Adidas NMD_R2 Shoes
$91.00 $130.00
Adidas NMD_R2 Shoes
$91.00 $130.00
Adidas NMD_R2 Shoes / Dealmoon Single's Day Exclusive!
ONLINE ONLY! Adidas offers 30% off SST Jacket via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$175.00 $250.00
Adidas SST DOWN JACKET
$140.00 $200.00
Adidas SST Heavy Down Jacket
$140.00 $200.00
Adidas SST Heavy Down Jacket / Dealmoon Exclusive!
Today only(11/11), adidas offers adidas NMD Men's Shoes Sale,  30% off via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$119.00 $170.00
Adidas NMD_R1 Primeknit Shoes
$119.00 $170.00
Adidas NMD_R2 Primeknit Shoes
$98.00 $140.00
Adidas NMD_R1 Shoes / Dealmoon Single's Day Exclusive!
ONLINE ONLY! Adidas offers adidas NMD EQT Tubular Men's Shoes Sale, 30% off via coupon code ""ADIMOON""
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$31.50 $90.00
Adidas Campus Shoes
$31.50 $90.00
Adidas Campus Shoes
$52.50 $110.00
Adidas Superstar 80s Shoes / Dealmoon Single's Day Exclusive!
ONLINE ONLY! Adidas offers extra 30% off Slides on sale  via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$16.80 $35.00
Adidas adilette Ultra Slides
$31.50 $45.00
Adidas adilette Slides
$14.70 $30.00
Adidas Adissage Slides / Dealmoon Single's Day Exclusive!
ONLINE ONLY! Adidas offers 30% off EQTsneakers via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$34.30 $70.00
Adidas EQT Support ADV Snake Shoes
$49.00 $100.00
Adidas EQT Support RF Shoes
$84.00 $120.00
Adidas EQT ADV Racing Shoes / Dealmoon Single's Day Exclusive!
ONLINE ONLY! Adidas offers 30% off adidas Originals via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
WOMEN
MEN
WOMEN
$24.50 $35.00
Adidas 3-Stripes Leggings
WOMEN
$21.00 $30.00
Adidas 3-Stripes Tee
WOMEN
$24.50 $35.00
Adidas Linear Leggings / Dealmoon Single's Day Exclusive!
ONLINE ONLY! Adidas offers 30% off select Superstar sneakers via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$56.00 $80.00
Adidas Superstar Shoes
$56.00 $80.00
Adidas Superstar Shoes
$49.00 $70.00
Adidas Superstar Shoes / Dealmoon Single's Day Exclusive!
ONLINE ONLY! Adidas offers 30% off INIKI sneakers via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$84.00 $120.00
Adidas Iniki Runner Shoes
$84.00 $120.00
Adidas Iniki Runner Shoes
$84.00 $120.00
Adidas Iniki Runner Shoes / Dealmoon Single's Day Exclusive!
Today online only(11/11), adidas offers the $70 + free shipping MEN ORIGINALS GAZELLE DECON for $70 via coupon code ""ADIMOON"".
Free shipping.
Deal ends 11/11 23:59 EST. / Dealmoon Single's Day Exclusive!
ONLINE ONLY! Adidas offers 30% off Tubular Shadow via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$49.00 $100.00
Adidas Tubular Shadow Shoes
$49.00 $100.00
Adidas Tubular Shadow Shoes
$49.00 $100.00
Adidas Tubular Shadow Shoes / Dealmoon Single's Day Exclusive!
ONLINE ONLY! Adidas offers 30% off Sitewide via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
Women's Sale
Men's Sale
Women's Sale
$49.00 $100.00
Adidas Tubular Shadow Shoes
Women's Sale
$31.50 $90.00
Adidas Stan Smith Shoes
Women's Sale
$16.80 $35.00
Adidas adilette Ultra Slides / Dealmoon Single's Day Exclusive!
Today online only(11/11), adidas offers the CREWNECK SWEATSHIRT for $56 via coupon code ""ADIMOON"".
Free shipping.
Deal ends 11/11 23:59 EST. / Dealmoon Exclusive!
Adidas offers an adidas Original Men's Hoodie Sweatshirt Sale, extra 30% off+fs via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$56.00 $80.00
Adidas Crewneck Sweatshirt
$63.00 $90.00
Adidas Fashion Hoodie
$45.50 $65.00
Adidas Trefoil Hoodie / Dealmoon Single's Day Exclusive!
Adidas offers extra 30% off EQT sneakers via coupon code ""ADIMOON"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/11.
$49.00 $70.00
Adidas Superstar Track Jacket
$70.00 $100.00
Adidas Bold Age Oversize Track Jacket
$31.50 $45.00
Adidas SST Track Jacket",2017-11-07,602.0,2387.0,1423.0,2017,11,2017-11,2017,11,2017-11
2017-11-17,Expired Extra 30% OFF+FS adidas Original Men's Hoodie Sweatshirt Sale / Expired 2 Days Only 30% Off Sitewide @ adidas / Expired Extra 30% OFF adidas Alphabounce Pureboost Men's Running Shoes Sale / Expired Extra 30% OFF adidas EQT 93/17 Men's Shoes Sale / Expired 30% OFF adidas NMD Men's Shoes Sale / Expired 30% off adidas Original Men's Down Jacket Sale / Expired Extra 30% OFF adidas EQT Tubular Men's Shoes Sale / Expired 30% off SST Jacket @ adidas / Expired Extra 30% Off Slides @ adidas / Expired 30% off Select Superstar Sneakers @ adidas / Expired 30% off adidas Originals @ adidas / Expired 30% off Select EQT Sneakers @ adidas / Expired 30% off Select NMD Sneakers @ adidas / Expired 30% off TUBULAR SHADOW On Sale @ adidas / Expired Extra 30% Off Track Suits On Sale @ adidas / Expired 30% off INIKI Sneakers @ adidas,"Adidas offers an adidas Original Men's Hoodie Sweatshirt Sale, extra 30% off+fs via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$56.00 $80.00
Adidas Crewneck Sweatshirt
$63.00 $90.00
Adidas Fashion Hoodie
$45.50 $65.00
Adidas Trefoil Hoodie / Adidas offers 30% off Sitewide via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
Women's Sale
Men's Sale
Women's Sale
$31.50 $90.00
Adidas Stan Smith Shoes
Women's Sale
$31.50 $90.00
Adidas Campus Shoes
Women's Sale
$19.60 $40.00
Adidas Tights / Adidas offers an adidas Alphabounce Pureboost Men's Running Shoes Sale, extra 30% off  via coupon code ""AFF30"". 
Free shipping.
Deal ends 11/17.
$42.00 $100.00
Adidas alphabounce Shoes
$49.00 $100.00
Adidas Alphabounce Shoes
$35.00 $100.00
Adidas alphabounce Shoes /  Adidas offers an adidas EQT 93/17 Men's Shoes Sale, extra 30% off  via coupon code ""AFF30"".
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$126.00 $180.00
Adidas EQT Support 93/17 Shoes
$126.00 $180.00
Adidas EQT Support 93/17 Shoes
$126.00 $180.00
Adidas EQT Support 93/17 Shoes / adidas offers adidas NMD Men's Shoes Sale,  30% off via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$119.00 $170.00
Adidas NMD_R2 Primeknit Shoes
$98.00 $140.00
Adidas NMD_R1 Shoes
$91.00 $130.00
Adidas NMD_R2 Shoes / Adidas offers adidas Men's Clothing Shoes Sale, 30% off via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$78.40 $160.00
Adidas Logo Padded Bomber Jacket
$140.00 $200.00
Adidas SST Heavy Down Jacket
$105.00 $150.00
Adidas Greeley Soft Shell Jacket / Adidas offers adidas NMD EQT Tubular Men's Shoes Sale, 30% off via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$44.10 $90.00
Adidas Stan Smith Shoes
$52.50 $110.00
Adidas Superstar 80s Shoes
$31.50 $90.00
Adidas Campus Shoes / Adidas offers 30% off SST Jacket via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$122.50 $250.00
Adidas SST DOWN JACKET
$140.00 $200.00
Adidas SST Heavy Down Jacket
$140.00 $200.00
Adidas SST Heavy Down Jacket / Adidas offers extra 30% off Slides on sale  via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$24.50 $35.00
Adidas adilette Ultra Slides
$31.50 $45.00
Adidas adilette Slides
$21.00 $30.00
Adidas Adissage Slides / Adidas offers 30% off select Superstar sneakers via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$56.00 $80.00
Adidas Superstar Shoes
$49.00 $70.00
Adidas Superstar Shoes
$38.50 $55.00
Adidas Superstar Foundation Shoes / Adidas offers 30% off adidas Originals via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
WOMEN
MEN
WOMEN
$24.50 $35.00
Adidas 3-Stripes Leggings
WOMEN
$21.00 $30.00
Adidas 3-Stripes Tee
WOMEN
$24.50 $35.00
Adidas Linear Leggings / Adidas offers 30% off EQTsneakers via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$49.00 $100.00
Adidas EQT Support RF Shoes
$84.00 $120.00
Adidas EQT ADV Racing Shoes
$78.40 $160.00
Adidas EQT Support RF Primeknit Shoes / Adidas offers 30% off NMD sneakers via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$91.00 $130.00
Adidas NMD_R2 Shoes
$91.00 $130.00
Adidas NMD_R2 Shoes
$91.00 $130.00
Adidas NMD_R2 Shoes /  Adidas offers 30% off Tubular Shadow via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$49.00 $100.00
Adidas Tubular Shadow Shoes
$49.00 $100.00
Adidas Tubular Shadow Shoes
$49.00 $100.00
Adidas Tubular Shadow Shoes / Adidas offers extra 30% off EQT sneakers  via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$49.00 $70.00
Adidas Superstar Track Jacket
$49.00 $100.00
Adidas Bold Age Oversize Track Jacket
$31.50 $45.00
Adidas SST Track Jacket / Adidas offers 30% off INIKI sneakers via coupon code ""AFF30"".
Exclusions: Yeezy, NMD, Parley, Ultraboost, limited edition Originals, adidas by Stella McCartney, mi adidas customizations, and gift cards.
Enter code at checkout to apply discount. Offer cannot be combined with other offers. Offer is not valid on prior purchases. Valid on domestic U.S. orders only.
Free shipping.
Deal ends 11/17.
$84.00 $120.00
Adidas Iniki Runner Shoes
$84.00 $120.00
Adidas Iniki Runner Shoes
$84.00 $120.00
Adidas Iniki Runner Shoes",2017-11-12,980.0,3481.0,2285.0,2017,11,2017-11,2017,11,2017-11
2017-11-20,Expired 30% OFF adidas Men's Backpack Bag Sale / Expired 25% Off All miadidas Shoes @ adidas,"Adidas offers 30% off adidas Men's Backpack Bag Sale via coupon code ""AFF30"".
部分款式不参加活动。
Free shipping.
Deal ends 11/20.
$35.00 $50.00
Adidas Court Duffel Bag
$45.50 $65.00
Adidas Sport ID Backpack
$26.60 $38.00
Adidas Sport ID Sackpack / Adidas offers 25% off All miadidas Shoes via coupon code ""MIADI25"".
Free shipping.
Deal ends 11/20.
$33.75 $45.00
Adidas MI ADILETTE ATHLETIC
$33.75 $45.00
Adidas MI ADILETTE CUSTOM SLIDES
$82.50 $110.00
Adidas MI STAN SMITH SHOES",2017-11-11,29.0,254.0,84.0,2017,11,2017-11,2017,11,2017-11
2017-11-24,Expired Up to $100 Off adidas website Sale,"Adidas offers up to $100 off adidas website Sale. Offer is good for Buy More Save More. $20 off $100, $50 off $175, $100 off $300 via coupon code ""SCORE"".
Free shipping.
Exclusions apply.
Deal ends 11/24.
$130.00 $180.00
Adidas EQT Support 93/17 Shoes
$112.00 $160.00
Adidas Energy Boost Shoes
$77.00 $110.00
Adidas Tubular Shadow Shoes",2017-11-12,40.0,144.0,97.0,2017,11,2017-11,2017,11,2017-11
